Category,DayOfWeek,PdDistrict,X,Y,Year,Month,Hour,Day,Minute,Block_Ind,Street
20,6,7,0.10834721907500011,0.07842820122299798,2015,5,20,13,23,1,700
16,6,7,0.09151448476099233,0.06515399593799742,2015,5,20,13,15,1,1600
16,6,9,0.10729022999599636,0.0781521352227017,2015,5,20,13,15,1,0
21,6,0,0.11419840534800585,0.022296993751211858,2015,5,20,13,6,1,300
21,6,0,0.11419840534800585,0.022296993751211858,2015,5,20,13,6,1,300
21,6,1,0.09843003293799768,0.08099242742949997,2015,5,20,13,0,1,800
36,6,2,0.089939739028992,0.02735376540240253,2015,5,20,13,0,1,0
16,6,8,0.04184223686199573,0.057807676416295806,2015,5,20,13,0,0,0
20,6,1,0.10504467761299452,0.08134518345949715,2015,5,19,13,55,0,0
4,6,5,0.0658809419699935,0.06196746512799933,2015,5,19,13,52,1,1500
25,6,0,0.11494647460098406,0.0468665787053979,2015,5,19,13,33,0,0
1,6,0,0.11494647460098406,0.0468665787053979,2015,5,19,13,33,0,0
16,6,7,0.11035722118398894,0.07942739360549922,2015,5,19,13,30,1,0
16,6,7,0.11602649635699436,0.06951280186819986,2015,5,19,13,30,1,500
32,6,7,0.09329485545799798,0.06389004981089386,2015,5,19,13,30,0,0
16,6,7,0.11383991849099573,0.0801275100257115,2015,5,19,13,30,0,0
16,6,4,0.0922462451749908,0.07780531653369849,2015,5,19,13,30,0,0
16,6,7,0.10236287432098834,0.06369955409079608,2015,5,19,13,30,0,0
16,6,4,0.08565091237900901,0.07707410174771212,2015,5,19,13,30,0,0
36,6,1,0.11292227849298797,0.08283344717300167,2015,5,19,13,28,1,0
36,6,1,0.11292227849298797,0.08283344717300167,2015,5,19,13,28,1,0
8,6,1,0.10071310906999997,0.08180780416489597,2015,5,19,13,26,1,900
32,6,1,0.10071310906999997,0.08180780416489597,2015,5,19,13,26,1,900
20,6,7,0.1185442901089857,0.08618002614270637,2015,5,19,13,19,1,0
16,6,7,0.10200544243299703,0.06390791265039297,2015,5,19,13,15,1,300
16,6,8,0.03874291260198959,0.01911150857259969,2015,5,19,13,15,0,0
37,6,9,0.09740621191099308,0.07703355143410562,2015,5,19,13,11,1,400
37,6,9,0.09740621191099308,0.07703355143410562,2015,5,19,13,11,1,400
21,6,9,0.09740621191099308,0.07703355143410562,2015,5,19,13,11,1,400
16,6,7,0.11765609342299399,0.07095579815470643,2015,5,19,13,11,1,400
16,6,7,0.11765609342299399,0.07095579815470643,2015,5,19,13,0,1,400
16,6,4,0.07952070828899593,0.07815402731920074,2015,5,19,13,0,1,2000
16,6,0,0.11650584692299049,0.014925960106602076,2015,5,19,13,0,1,100
36,6,3,0.09106973007698116,0.040894982635997223,2015,5,19,13,0,0,0
16,6,1,0.10668340368799534,0.08155574059049542,2015,5,19,13,0,0,0
37,6,3,0.09396544813999697,0.057972075329999484,2015,5,18,13,58,1,1900
37,6,3,0.09396544813999697,0.057972075329999484,2015,5,18,13,58,1,1900
20,6,5,0.07114557669699195,0.05260685829789935,2015,5,18,13,55,1,4600
16,6,7,0.1172306087559889,0.07130859231349973,2015,5,18,13,45,1,0
21,6,3,0.10005036872898643,0.05594320352859938,2015,5,18,13,45,0,0
20,6,1,0.1115994800969986,0.08962586742039491,2015,5,18,13,45,0,0
20,6,4,0.09221514208999793,0.08672380482720143,2015,5,18,13,42,1,1900
38,6,4,0.09221514208999793,0.08672380482720143,2015,5,18,13,42,1,1900
21,6,9,0.0993786739179825,0.07387796238329258,2015,5,18,13,39,1,200
21,6,2,0.10213791356099478,0.03990688454599933,2015,5,18,13,30,1,3100
16,6,5,0.07664215712500777,0.07128314520939938,2015,5,18,13,30,1,1000
16,6,6,2.4996893444040325e-11,0.07059019753320683,2015,5,18,13,30,1,1000
4,6,0,0.09570409594198281,0.01872611455249995,2015,5,18,13,30,1,1300
16,6,4,0.08089824167299753,0.07596342817119961,2015,5,18,13,30,1,1500
16,6,1,0.10789730228100325,0.08361906042899392,2015,5,18,13,30,0,0
16,6,4,0.09295067762599274,0.07360422994020155,2015,5,18,13,20,1,600
20,6,9,0.09855334324399223,0.07579293402370268,2015,5,18,13,16,1,400
16,6,8,0.04665095214600967,0.031844136800700085,2015,5,18,13,15,0,0
16,6,1,0.09584144904400205,0.09338936153049815,2015,5,18,13,15,0,0
16,6,1,0.09346206298400261,0.09691062827529606,2015,5,18,13,10,0,0
16,6,0,0.10954213448799521,0.020958317229201384,2015,5,18,13,5,0,0
21,6,3,0.09862737924198939,0.042957369330494544,2015,5,18,13,2,0,0
4,6,7,0.10413775493999822,0.0736472493334972,2015,5,18,13,0,1,0
16,6,0,0.12607075803799717,0.052670934100895295,2015,5,18,13,0,0,0
16,6,5,0.07832364096299216,0.05622300630430033,2015,5,18,13,0,0,0
16,6,5,0.06228200311899457,0.06729513305229773,2015,5,18,13,0,0,0
16,6,1,0.09510809192299519,0.09711871260179805,2015,5,18,13,0,0,0
12,6,7,0.09819330472799948,0.0704144977154968,2015,5,17,13,55,1,1200
12,6,7,0.09819330472799948,0.0704144977154968,2015,5,17,13,55,1,1200
4,6,7,0.09819330472799948,0.0704144977154968,2015,5,17,13,55,1,1200
20,6,1,0.10663343862799479,0.09181786678310289,2015,5,17,13,50,1,400
16,6,4,0.09110151011599044,0.07902984338871022,2015,5,17,13,48,1,0
7,6,0,0.1318041339899878,0.0232253308227115,2015,5,17,13,47,1,0
21,6,0,0.1318041339899878,0.0232253308227115,2015,5,17,13,47,1,0
1,6,0,0.1318041339899878,0.0232253308227115,2015,5,17,13,47,1,0
30,6,0,0.1318041339899878,0.0232253308227115,2015,5,17,13,47,1,0
27,6,1,0.09800940999599561,0.07847975842509669,2015,5,17,13,45,1,700
16,6,6,0.04743739639698674,0.0646615167458009,2015,5,17,13,45,1,500
21,6,1,0.09800940999599561,0.07847975842509669,2015,5,17,13,45,1,700
1,6,1,0.10461055831900978,0.09137417014189708,2015,5,17,13,40,1,1400
16,6,2,0.0909698719219989,0.03606424801721175,2015,5,17,13,40,0,0
37,6,9,0.09939910838299681,0.07584500303429564,2015,5,17,13,37,0,0
37,6,9,0.09939910838299681,0.07584500303429564,2015,5,17,13,37,0,0
20,6,7,0.0979839894889949,0.0675134529565895,2015,5,17,13,35,1,1300
16,6,3,0.09458319618698852,0.05154372821620257,2015,5,17,13,30,1,2300
21,6,2,0.09681779225499554,0.027009493210606195,2015,5,17,13,30,0,0
16,6,7,0.10115880080999773,0.06275156866409759,2015,5,17,13,30,0,0
21,6,3,0.11011726907200625,0.04657441873379753,2015,5,17,13,28,0,0
34,6,9,0.10350682791300869,0.07630988511321135,2015,5,17,13,27,1,100
4,6,1,0.10034358312100267,0.07917880192920279,2015,5,17,13,20,1,600
7,6,7,0.10594895576100782,0.07228404670610189,2015,5,17,13,12,0,0
35,6,4,0.08166248790399777,0.07216883057879642,2015,5,17,13,7,1,1100
35,6,2,0.10048536119900575,0.029227728932397667,2015,5,17,13,0,1,500
21,6,2,0.09017563595598688,0.03284934938839257,2015,5,17,13,0,1,0
4,6,4,0.08800692764398832,0.06955975400129688,2015,5,17,13,0,1,500
16,6,1,0.09738244532499607,0.09830709885329725,2015,5,17,13,0,1,500
16,6,6,0.013911977505003392,0.07247100442620535,2015,5,17,13,0,1,400
35,6,9,0.09939910838299681,0.07584500303429564,2015,5,17,13,0,0,0
36,6,3,0.08275948243500864,0.056493535283401286,2015,5,17,13,0,0,0
20,6,9,0.10046756989399341,0.07883999314049817,2015,5,17,13,0,0,0
25,6,2,0.0786007813309908,0.016377024628589254,2015,5,16,13,50,1,4600
12,6,2,0.09619151538899473,0.031328050977400324,2015,5,16,13,50,1,400
34,6,4,0.08171459372299239,0.06285250642100237,2015,5,16,13,47,1,100
16,6,6,0.04743739639698674,0.0646615167458009,2015,5,16,13,46,1,500
35,6,1,0.10610228993300552,0.08437015484428656,2015,5,16,13,45,0,0
37,6,7,0.10780958980799937,0.07786563214740028,2015,5,16,13,44,0,0
16,6,5,0.06308619177698915,0.06745615952859652,2015,5,16,13,42,1,2100
16,6,7,0.1173762500529989,0.075561409704207,2015,5,16,13,34,0,0
37,6,1,0.1064898920480033,0.08248655712629471,2015,5,16,13,32,0,0
16,6,3,0.08705271173498375,0.06053314303549939,2015,5,16,13,30,1,0
21,6,2,0.08060121966299505,0.010655499560293435,2015,5,16,13,30,1,600
36,6,4,0.08208886409400407,0.07842496830309642,2015,5,16,13,30,0,0
16,6,7,0.11023727281100548,0.06754168429750251,2015,5,16,13,20,1,800
19,6,2,0.07887777759798098,0.014737113900096688,2015,5,16,13,20,1,100
21,6,0,0.10938248227400038,0.030833683084701136,2015,5,16,13,15,0,0
32,6,2,0.09241327784100406,0.037381752251896216,2015,5,16,13,10,1,0
25,6,7,0.11787049749099765,0.08455194033410152,2015,5,16,13,9,1,0
25,6,5,0.06857284860899426,0.05497594339919942,2015,5,16,13,2,1,200
16,6,1,0.09587057960000323,0.09362663793189796,2015,5,16,13,0,1,2200
16,6,6,0.0034163152379989015,0.059365198548100295,2015,5,16,13,0,1,1000
35,6,0,0.13765290619799941,0.02227867001170125,2015,5,16,13,0,1,100
35,6,2,0.059134865645987134,0.033234289083203805,2015,5,16,13,0,1,900
16,6,2,0.06584008640500372,0.03389074192700292,2015,5,16,13,0,0,0
36,6,4,0.0789527126159868,0.08097481868789913,2015,5,15,13,58,1,2400
36,6,4,0.0789527126159868,0.08097481868789913,2015,5,15,13,58,1,2400
21,6,2,0.08227075021399344,0.01408855182710056,2015,5,15,13,50,1,400
20,6,9,0.0993242064090083,0.0720653827911022,2015,5,15,13,46,1,0
32,6,7,0.10112672293401204,0.07259872563729175,2015,5,15,13,46,0,0
27,6,7,0.10112672293401204,0.07259872563729175,2015,5,15,13,46,0,0
20,6,1,0.09261780238499284,0.09685054156420136,2015,5,15,13,45,1,800
1,6,5,0.07276254243699043,0.06965317110829261,2015,5,15,13,40,1,1700
16,6,1,0.09402595461899921,0.09411522139139805,2015,5,15,13,30,0,0
35,6,0,0.11589529276099597,0.0521133655874948,2015,5,15,13,24,1,1600
19,6,3,0.107037144781998,0.049279020778001836,2015,5,15,13,23,1,900
20,6,0,0.1173717630500164,0.042573479149396576,2015,5,15,13,22,1,1200
1,6,0,0.1173717630500164,0.042573479149396576,2015,5,15,13,22,1,1200
32,6,9,0.10579669017899107,0.07721529859679777,2015,5,15,13,15,1,0
16,6,4,0.08983896074099107,0.08108671946589396,2015,5,15,13,15,1,1500
36,6,4,0.08555437457098947,0.08170303916870125,2015,5,15,13,0,1,2000
37,6,0,0.12157688715299741,0.022094576310699665,2015,5,15,13,0,1,1600
20,6,9,0.09889822890799849,0.07084024037550307,2015,5,15,13,0,0,0
32,6,4,0.09230937965699582,0.06921125195339783,2015,5,15,13,0,0,0
16,6,9,0.09832409729800418,0.0728389061862984,2015,5,15,13,0,0,0
16,6,1,0.08979325055997833,0.09834240457760046,2015,5,15,13,0,0,0
16,6,4,0.08227229185699514,0.07749402113370252,2015,5,15,13,0,0,0
16,6,7,0.10716009154700146,0.07485276607520319,2015,5,15,13,0,0,0
4,6,7,0.11129840479600261,0.07328766134279618,2015,5,14,13,45,1,800
37,6,9,0.09799957643500079,0.07095329346569912,2015,5,14,13,40,1,0
20,6,7,0.10384686978498792,0.07215660442589922,2015,5,14,13,33,1,1000
7,6,5,0.0645191035549999,0.061905070122598715,2015,5,14,13,31,1,1600
7,6,5,0.0645191035549999,0.061905070122598715,2015,5,14,13,31,1,1600
37,6,4,0.09586413167099295,0.07242996692679782,2015,5,14,13,30,1,300
35,6,4,0.09586413167099295,0.07242996692679782,2015,5,14,13,30,1,300
16,6,6,0.04843335929399473,0.06473102767721173,2015,5,14,13,30,1,400
4,6,2,0.05529927869099538,0.021896245364203537,2015,5,14,13,30,1,700
37,6,7,0.11023727281100548,0.06754168429750251,2015,5,14,13,30,1,800
36,6,6,0.007758658751001235,0.06648980853969988,2015,5,14,13,30,1,700
20,6,3,0.09900759069800813,0.04464860063870191,2015,5,14,13,27,1,3100
16,6,8,0.052932631039993794,0.01705267541579758,2015,5,14,13,15,1,1700
16,6,9,0.10774669440299078,0.07885519608479541,2015,5,14,13,15,1,0
21,6,7,0.10594895576100782,0.07228404670610189,2015,5,14,13,9,0,0
21,6,7,0.10594895576100782,0.07228404670610189,2015,5,14,13,9,0,0
35,6,4,0.06536365895998131,0.09639286547750459,2015,5,14,13,5,1,3600
21,6,2,0.0909698719219989,0.03606424801721175,2015,5,14,13,3,0,0
37,6,2,0.0909698719219989,0.03606424801721175,2015,5,14,13,3,0,0
1,6,2,0.0909698719219989,0.03606424801721175,2015,5,14,13,3,0,0
35,6,2,0.08936558889399748,0.01941397300310399,2015,5,14,13,0,1,0
20,6,0,0.1241244162539914,0.06458921759260505,2015,5,14,13,0,1,1200
34,6,1,0.11390233514299553,0.087153571700604,2015,5,14,13,0,1,300
1,6,9,0.0993242064090083,0.0720653827911022,2015,5,14,13,0,1,0
16,6,6,0.04843335929399473,0.06473102767721173,2015,5,14,13,0,1,400
16,6,6,2.4996893444040325e-11,0.07059019753320683,2015,5,14,13,0,1,1000
16,6,4,0.0817782903449853,0.07832965246910106,2015,5,14,13,0,1,1900
4,6,2,0.06857212830999515,0.025871078325501173,2015,5,14,13,0,1,100
36,6,2,0.09057076436199907,0.030670022676702047,2015,5,14,13,0,1,100
4,6,8,0.029096404674987753,0.027233664578702133,2015,5,14,13,0,1,200
25,6,1,0.10083831129000487,0.09789496515610097,2015,5,13,13,58,1,300
1,6,1,0.10083831129000487,0.09789496515610097,2015,5,13,13,58,1,300
21,6,9,0.0981338215080001,0.0737752581940967,2015,5,13,13,47,0,0
21,6,7,0.11847890980200759,0.07643067745409837,2015,5,13,13,41,0,0
37,6,9,0.0993786739179825,0.07387796238329258,2015,5,13,13,40,1,200
16,6,1,0.09567192317200579,0.09432329795739491,2015,5,13,13,30,0,0
16,6,8,0.030743370183984098,0.046076003559292644,2015,5,13,13,30,0,0
35,6,8,0.030743370183984098,0.046076003559292644,2015,5,13,13,30,0,0
37,6,4,0.09566004315399823,0.07340634715139771,2015,5,13,13,19,1,400
7,6,3,0.09412635588400065,0.05555021043610253,2015,5,13,13,19,0,0
21,6,3,0.09412635588400065,0.05555021043610253,2015,5,13,13,19,0,0
21,6,3,0.09412635588400065,0.05555021043610253,2015,5,13,13,19,0,0
7,6,3,0.09412635588400065,0.05555021043610253,2015,5,13,13,19,0,0
25,6,4,0.0794168902269945,0.08328950314099615,2015,5,13,13,14,1,2300
16,6,7,0.11023727281100548,0.06754168429750251,2015,5,13,13,5,1,800
4,6,4,0.07928019717799373,0.08327216625070122,2015,5,13,13,0,1,2300
4,6,2,0.06878792241599285,0.026619088883201414,2015,5,13,13,0,1,200
1,6,7,0.11409672772499846,0.08025015702250471,2015,5,13,13,0,1,500
16,6,4,0.07928019717799373,0.08327216625070122,2015,5,13,13,0,1,2300
21,6,9,0.10432895285899235,0.07646882890160356,2015,5,12,13,59,0,0
32,6,6,0.02676373215399508,0.07211334771860578,2015,5,12,13,45,0,0
20,6,4,0.09056533698100111,0.06947124128610227,2015,5,12,13,37,0,0
32,6,7,0.10937188480399129,0.07659983146098881,2015,5,12,13,35,0,0
37,6,8,0.03594601531600006,0.055712521462297104,2015,5,12,13,30,1,1800
1,6,0,0.1396227324569992,0.021324334125502276,2015,5,12,13,30,1,700
27,6,0,0.1396227324569992,0.021324334125502276,2015,5,12,13,30,1,700
20,6,1,0.10675556068400738,0.08085555393920174,2015,5,12,13,30,1,300
13,6,1,0.10675556068400738,0.08085555393920174,2015,5,12,13,30,1,300
1,6,0,0.1396227324569992,0.021324334125502276,2015,5,12,13,30,1,700
20,6,8,0.037986580481003784,0.057535024087002284,2015,5,12,13,30,1,1600
20,6,0,0.11621586956398744,0.06056113614800296,2015,5,12,13,23,0,0
15,6,2,0.08929433861099767,0.037166594823297316,2015,5,12,13,21,1,1500
1,6,2,0.08929433861099767,0.037166594823297316,2015,5,12,13,21,1,1500
25,6,4,0.0937534861360092,0.08285635929089352,2015,5,12,13,20,1,1500
20,6,6,0.041593809087004274,0.07751119296739972,2015,5,12,13,0,1,100
32,6,6,0.041593809087004274,0.07751119296739972,2015,5,12,13,0,1,100
36,6,4,0.09295067762599274,0.07360422994020155,2015,5,12,13,0,1,600
20,6,1,0.10385040199700768,0.09062932562999748,2015,5,12,13,0,1,700
35,6,2,0.09311226322400046,0.0031233076473995425,2015,5,12,13,0,1,200
36,6,7,0.10895665441999824,0.06275000485020144,2015,5,12,13,0,1,600
20,6,5,0.07723793216399599,0.06437552213629516,2015,5,11,13,40,1,900
32,6,7,0.10463085765098867,0.07325503441079917,2015,5,11,13,30,1,0
16,6,4,0.0962747345629964,0.07498360126779602,2015,5,11,13,30,1,500
19,6,7,0.1005960923239968,0.06598275474760129,2015,5,11,13,30,1,0
16,6,1,0.10163781400800076,0.0936074518743979,2015,5,11,13,22,1,700
37,6,2,0.07737519378498803,0.03489253687229876,2015,5,11,13,0,1,5300
16,6,4,0.09436726284100416,0.07568903110720271,2015,5,11,13,0,0,0
32,6,8,0.02645619893598905,0.04493596220439855,2015,5,10,13,30,1,1800
19,6,1,0.09906516728999293,0.08159778515879879,2015,5,10,13,30,1,1000
16,6,3,0.09412635588400065,0.05555021043610253,2015,5,10,13,30,0,0
16,6,3,0.09190829652699506,0.055420672180297004,2015,5,10,13,30,0,0
16,6,1,0.0999370054149864,0.08118502547989692,2015,5,10,13,22,1,800
36,6,7,0.11787049749099765,0.08455194033410152,2015,5,10,13,15,1,0
32,6,4,0.09526005568298501,0.07537935468139523,2015,5,10,13,5,1,600
1,6,1,0.09341936157399289,0.09111747627879652,2015,5,10,13,0,1,1200
4,6,3,0.09412169640398815,0.05634991330450134,2015,5,10,13,0,1,2000
20,6,6,0.028768729308993102,0.07414415623299675,2015,5,10,13,0,0,0
1,6,3,0.09614263431899417,0.04520564899549839,2015,5,9,13,46,1,800
7,6,5,0.060107503629978964,0.061287275391705975,2015,5,9,13,46,0,0
37,6,5,0.060107503629978964,0.061287275391705975,2015,5,9,13,46,0,0
16,6,4,0.08166248790399777,0.07216883057879642,2015,5,9,13,40,1,1100
1,6,2,0.09995207770799652,0.026851676059699514,2015,5,9,13,40,0,0
27,6,2,0.09995207770799652,0.026851676059699514,2015,5,9,13,40,0,0
16,6,2,0.09077638017198808,0.03159754978921114,2015,5,9,13,36,1,0
19,6,1,0.10097892951100107,0.0927565253469993,2015,5,9,13,30,1,1800
19,6,1,0.10097892951100107,0.0927565253469993,2015,5,9,13,30,1,1800
4,6,3,0.09429189106099045,0.05313706879211111,2015,5,9,13,30,1,2200
32,6,9,0.0981338215080001,0.0737752581940967,2015,5,9,13,30,0,0
7,6,9,0.0981338215080001,0.0737752581940967,2015,5,9,13,30,0,0
26,6,2,0.06396708379099891,0.0018835036974991226,2015,5,9,13,0,1,5700
16,6,4,0.0882257742189978,0.06874900037160359,2015,5,9,13,0,1,500
7,6,9,0.10085796778800216,0.07698667153911032,2015,5,9,13,0,0,0
21,6,9,0.10085796778800216,0.07698667153911032,2015,5,9,13,0,0,0
36,6,7,0.11833341372299344,0.071417996563099,2015,5,9,13,0,0,0
16,6,5,0.07490032692200543,0.07178029261229568,2015,5,9,13,0,0,0
36,6,8,0.04584526157000823,0.04766244569359657,2015,5,8,13,55,1,1700
21,6,1,0.09744285978800349,0.0812797488826007,2015,5,8,13,41,1,1100
21,6,4,0.09022900708498582,0.0878580868324974,2015,5,8,13,36,0,0
20,6,4,0.0926301365809934,0.0759436718063995,2015,5,8,13,30,0,0
21,6,1,0.10035319178200552,0.08358651058620126,2015,5,8,13,17,1,1100
21,6,3,0.09115165400999103,0.04013541945799659,2015,5,8,13,16,0,0
16,6,3,0.08668643258098996,0.06136804079350355,2015,5,8,13,10,1,2000
4,6,2,0.09649726189098828,0.004271270839602437,2015,5,8,13,0,1,1600
19,6,5,0.07554368625299901,0.07275983596269953,2015,5,8,13,0,1,1800
21,6,3,0.09955306358199323,0.04462605616228643,2015,5,8,13,0,0,0
1,6,3,0.09955306358199323,0.04462605616228643,2015,5,8,13,0,0,0
16,6,0,0.1090426743739954,0.0342398695595989,2015,5,8,13,0,0,0
1,6,3,0.10818627506600365,0.04645805967999905,2015,5,7,13,59,0,0
1,6,3,0.10818627506600365,0.04645805967999905,2015,5,7,13,59,0,0
16,6,7,0.1204137735659998,0.08407202155110127,2015,5,7,13,50,1,100
20,6,5,0.0687952225240025,0.060466881011798534,2015,5,7,13,45,1,1300
16,6,1,0.10713913339900216,0.09338629670499898,2015,5,7,13,35,1,0
36,6,7,0.10386726292701098,0.06856466071889855,2015,5,7,13,30,1,0
16,6,9,0.10411832363699602,0.07788127307989612,2015,5,7,13,20,1,200
25,6,0,0.10754979359900574,0.024469301093397178,2015,5,7,13,10,1,1500
20,6,6,0.051503462000994205,0.0722482767764987,2015,5,7,13,0,1,400
16,6,3,0.10731443553599718,0.060619323763503985,2015,5,7,13,0,1,2100
4,6,6,0.005010257275984031,0.06819046661470196,2015,5,7,13,0,1,100
4,6,7,0.1062530912029871,0.06773161010220008,2015,5,6,13,45,1,100
16,6,6,0.05817363913300255,0.07833195126149661,2015,5,6,13,40,1,3700
37,6,5,0.06548013958899901,0.06394645289270073,2015,5,6,13,15,1,1700
36,6,3,0.10831958292500588,0.045813498921795315,2015,5,6,13,15,1,1200
21,6,5,0.06548013958899901,0.06394645289270073,2015,5,6,13,15,1,1700
25,6,4,0.09047368554900004,0.0699367220442042,2015,5,5,13,57,0,0
1,6,4,0.09047368554900004,0.0699367220442042,2015,5,5,13,57,0,0
21,6,4,0.09047368554900004,0.0699367220442042,2015,5,5,13,57,0,0
16,6,4,0.09129392043298878,0.0699827535563955,2015,5,5,13,55,1,300
25,6,4,0.09129392043298878,0.0699827535563955,2015,5,5,13,55,1,300
16,6,5,0.07002354104399444,0.05607301218479677,2015,5,5,13,45,1,0
35,6,5,0.07002354104399444,0.05607301218479677,2015,5,5,13,45,1,0
21,6,4,0.09326669607001747,0.0769215987856029,2015,5,5,13,25,1,900
27,6,4,0.09326669607001747,0.0769215987856029,2015,5,5,13,25,1,900
16,6,9,0.1014178995539936,0.0741939087893968,2015,5,5,13,10,0,0
7,6,4,0.08259569820098989,0.07515054919090147,2015,5,5,13,0,1,1300
4,6,4,0.08259569820098989,0.07515054919090147,2015,5,5,13,0,1,1300
21,6,4,0.08259569820098989,0.07515054919090147,2015,5,5,13,0,1,1300
1,6,7,0.09397534637298577,0.06680331057400224,2015,5,4,13,45,1,1500
15,6,7,0.09397534637298577,0.06680331057400224,2015,5,4,13,45,1,1500
25,6,7,0.09397534637298577,0.06680331057400224,2015,5,4,13,45,1,1500
25,6,2,0.0875274273490021,0.026075105138794186,2015,5,4,13,5,0,0
21,6,2,0.0875274273490021,0.026075105138794186,2015,5,4,13,5,0,0
35,6,2,0.0875274273490021,0.026075105138794186,2015,5,4,13,5,0,0
16,6,8,0.06243202765000433,0.011693419486100254,2015,5,4,13,0,1,700
20,6,4,0.09378378695099343,0.07825810282449908,2015,5,3,13,9,1,1000
20,6,8,0.03878461338400996,0.052960787481403315,2015,5,2,13,33,1,1400
21,6,8,0.03878461338400996,0.052960787481403315,2015,5,2,13,33,1,1400
32,6,0,0.12001485604099571,0.05578378047749766,2015,5,2,13,30,1,200
4,6,8,0.022117752620985698,0.030734298754602207,2015,5,2,13,22,0,0
30,6,8,0.022117752620985698,0.030734298754602207,2015,5,2,13,22,0,0
21,6,8,0.022117752620985698,0.030734298754602207,2015,5,2,13,22,0,0
20,6,3,0.08668643258098996,0.06136804079350355,2015,5,2,13,18,1,2000
20,6,3,0.08668643258098996,0.06136804079350355,2015,5,2,13,18,1,2000
20,6,1,0.1066645005980007,0.08203907927249787,2015,5,2,13,4,1,400
16,6,8,0.03568173699099475,0.03785992055199472,2015,5,2,13,0,1,2200
36,6,8,0.007295470033000129,0.04317115394570692,2015,5,2,13,0,0,0
16,6,8,0.02308011554600853,0.032643227498901695,2015,5,1,13,17,0,0
21,6,2,0.08000266743999873,0.0068742960477123916,2015,5,1,13,3,0,0
20,6,1,0.09963124956298941,0.07879797869360061,2015,5,1,13,0,1,600
16,6,1,0.09946262709999587,0.07962346079349913,2015,5,1,13,0,1,700
25,6,7,0.11161435734200609,0.07836932324939738,2015,5,1,13,0,0,0
6,6,8,0.038354178212003376,0.029573694083893542,2015,5,0,13,56,0,0
21,6,8,0.038354178212003376,0.029573694083893542,2015,5,0,13,56,0,0
